# N = 500 [interpolation data]
9.8998823880420639e-01 5.0000000000000000e-01
9.9100432153419382e-01 4.9226999999999999e-01
9.9194980158652613e-01 4.8453000000000002e-01
9.9298131296229220e-01 4.7679000000000005e-01
9.9403153880606132e-01 4.6904999999999997e-01
9.9504479646216515e-01 4.6131000000000000e-01
9.9608892901662993e-01 4.5357000000000003e-01
9.9720020469366477e-01 4.4582999999999995e-01
9.9823750857321358e-01 4.3808999999999998e-01
9.9934453593540495e-01 4.3035000000000001e-01
1.0004730291782520e+00 4.2261000000000004e-01
1.0016746739354938e+00 4.1486999999999996e-01
1.0027560316714830e+00 4.0712999999999999e-01
1.0039371581077456e+00 3.9939000000000002e-01
1.0050325250674732e+00 3.9165000000000005e-01
1.0062093505000023e+00 3.8390999999999997e-01
1.0074680399082867e+00 3.7617999999999996e-01
1.0087072549686764e+00 3.6843999999999999e-01
1.0098897179972810e+00 3.6070000000000002e-01
1.0111126511041582e+00 3.5296000000000005e-01
1.0123877974060069e+00 3.4521999999999997e-01
1.0136947365344906e+00 3.3748000000000000e-01
1.0149660515471892e+00 3.2974000000000003e-01
1.0162651368343794e+00 3.2199999999999995e-01
1.0176598519972411e+00 3.1425999999999998e-01
1.0189368781466450e+00 3.0652000000000001e-01
1.0202653869625948e+00 2.9878000000000005e-01
1.0217142564679313e+00 2.9103999999999997e-01
1.0231809338094786e+00 2.8330000000000000e-01
1.0245960964080860e+00 2.7556000000000003e-01
1.0261813011199761e+00 2.6781999999999995e-01
1.0276488271092137e+00 2.6007999999999998e-01
1.0291730322395178e+00 2.5234999999999996e-01
1.0308367756957195e+00 2.4460999999999999e-01
1.0324252484999283e+00 2.3687000000000002e-01
1.0341338425713296e+00 2.2912999999999994e-01
1.0358986134753332e+00 2.2138999999999998e-01
1.0376540564641641e+00 2.1365000000000001e-01
1.0395654372614322e+00 2.0591000000000004e-01
1.0415155182175009e+00 1.9816999999999996e-01
1.0435799375309203e+00 1.9042999999999999e-01
1.0455986904119652e+00 1.8269000000000002e-01
1.0477499437047886e+00 1.7495000000000005e-01
