# N = 400000
7.5528960625000002e+02 2.7507369818628060e+01
7.5483517625000002e+02 2.7494526927345845e+01
7.5429616499999997e+02 2.7494807620969880e+01
7.5386977812500004e+02 2.7475774650127338e+01
7.5347479312500002e+02 2.7530141000090246e+01
7.5303132125000002e+02 2.7478362957128386e+01
7.5266495874999998e+02 2.7491175091121303e+01
7.5233540562500002e+02 2.7474694941474073e+01
7.5210989937500005e+02 2.7485250725792444e+01
7.5179243562500005e+02 2.7458341527620657e+01
7.5159535874999995e+02 2.7454750191604472e+01
7.5140224250000006e+02 2.7452309220521336e+01
7.5128421624999999e+02 2.7452496265105903e+01
7.5116000437499997e+02 2.7433098695746377e+01
7.5105680500000005e+02 2.7424066272581577e+01
7.5106746812500000e+02 2.7460141579023297e+01
7.5106746812500000e+02 2.7460141579023297e+01
7.5105680500000005e+02 2.7424066272581577e+01
7.5116000437499997e+02 2.7433098695746377e+01
7.5128421624999999e+02 2.7452496265105903e+01
7.5140224250000006e+02 2.7452309220521336e+01
7.5159535874999995e+02 2.7454750191604472e+01
7.5179243562500005e+02 2.7458341527620657e+01
7.5210989937500005e+02 2.7485250725792444e+01
7.5233540562500002e+02 2.7474694941474073e+01
7.5266495874999998e+02 2.7491175091121303e+01
7.5303132125000002e+02 2.7478362957128386e+01
7.5347479312500002e+02 2.7530141000090246e+01
7.5386977812500004e+02 2.7475774650127338e+01
7.5429616499999997e+02 2.7494807620969880e+01
7.5483517625000002e+02 2.7494526927345845e+01
7.5528960625000002e+02 2.7507369818628060e+01
7.5528960625000002e+02 2.7507369818628060e+01
7.5483517625000002e+02 2.7494526927345845e+01
7.5429616499999997e+02 2.7494807620969880e+01
7.5386977812500004e+02 2.7475774650127338e+01
7.5347479312500002e+02 2.7530141000090246e+01
7.5303132125000002e+02 2.7478362957128386e+01
7.5266495874999998e+02 2.7491175091121303e+01
7.5233540562500002e+02 2.7474694941474073e+01
7.5210989937500005e+02 2.7485250725792444e+01
7.5179243562500005e+02 2.7458341527620657e+01
7.5159535874999995e+02 2.7454750191604472e+01
7.5140224250000006e+02 2.7452309220521336e+01
7.5128421624999999e+02 2.7452496265105903e+01
7.5116000437499997e+02 2.7433098695746377e+01
7.5105680500000005e+02 2.7424066272581577e+01
7.5106746812500000e+02 2.7460141579023297e+01
7.5106746812500000e+02 2.7460141579023297e+01
7.5105680500000005e+02 2.7424066272581577e+01
7.5116000437499997e+02 2.7433098695746377e+01
7.5128421624999999e+02 2.7452496265105903e+01
7.5140224250000006e+02 2.7452309220521336e+01
7.5159535874999995e+02 2.7454750191604472e+01
7.5179243562500005e+02 2.7458341527620657e+01
7.5210989937500005e+02 2.7485250725792444e+01
7.5233540562500002e+02 2.7474694941474073e+01
7.5266495874999998e+02 2.7491175091121303e+01
7.5303132125000002e+02 2.7478362957128386e+01
7.5347479312500002e+02 2.7530141000090246e+01
7.5386977812500004e+02 2.7475774650127338e+01
7.5429616499999997e+02 2.7494807620969880e+01
7.5483517625000002e+02 2.7494526927345845e+01
7.5528960625000002e+02 2.7507369818628060e+01
2.2197637924999999e+03 4.7510859730629946e+01
2.2162037862500001e+03 4.7473657771705788e+01
2.2128315293750002e+03 4.7522700211290811e+01
2.2097312287499999e+03 4.7471789236078280e+01
2.2067863349999998e+03 4.7470604019232269e+01
2.2040682837499999e+03 4.7398440150024200e+01
2.2016185718749998e+03 4.7414289310667961e+01
2.1994005956249998e+03 4.7393014848354682e+01
2.1974577300000001e+03 4.7377934386353274e+01
2.1955625918750002e+03 4.7358966273661530e+01
2.1940708962499998e+03 4.7342949868464032e+01
2.1928226337500000e+03 4.7367845147269158e+01
2.1918389400000001e+03 4.7353646071516515e+01
2.1910844787500000e+03 4.7344625175782028e+01
2.1905118775000001e+03 4.7303271143009226e+01
2.1903229531249999e+03 4.7330878246256027e+01
2.1903229531249999e+03 4.7330878246256027e+01
2.1905118775000001e+03 4.7303271143009226e+01
2.1910844787500000e+03 4.7344625175782028e+01
2.1918389400000001e+03 4.7353646071516515e+01
2.1928226337500000e+03 4.7367845147269158e+01
2.1940708962499998e+03 4.7342949868464032e+01
2.1955625918750002e+03 4.7358966273661530e+01
2.1974577300000001e+03 4.7377934386353274e+01
2.1994005956249998e+03 4.7393014848354682e+01
2.2016185718749998e+03 4.7414289310667961e+01
2.2040682837499999e+03 4.7398440150024200e+01
2.2067863349999998e+03 4.7470604019232269e+01
2.2097312287499999e+03 4.7471789236078280e+01
2.2128315293750002e+03 4.7522700211290811e+01
2.2162037862500001e+03 4.7473657771705788e+01
2.2197637924999999e+03 4.7510859730629946e+01
2.2197637924999999e+03 4.7510859730629946e+01
2.2162037862500001e+03 4.7473657771705788e+01
2.2128315293750002e+03 4.7522700211290811e+01
2.2097312287499999e+03 4.7471789236078280e+01
2.2067863349999998e+03 4.7470604019232269e+01
2.2040682837499999e+03 4.7398440150024200e+01
2.2016185718749998e+03 4.7414289310667961e+01
2.1994005956249998e+03 4.7393014848354682e+01
2.1974577300000001e+03 4.7377934386353274e+01
2.1955625918750002e+03 4.7358966273661530e+01
2.1940708962499998e+03 4.7342949868464032e+01
2.1928226337500000e+03 4.7367845147269158e+01
2.1918389400000001e+03 4.7353646071516515e+01
2.1910844787500000e+03 4.7344625175782028e+01
2.1905118775000001e+03 4.7303271143009226e+01
2.1903229531249999e+03 4.7330878246256027e+01
2.1903229531249999e+03 4.7330878246256027e+01
2.1905118775000001e+03 4.7303271143009226e+01
2.1910844787500000e+03 4.7344625175782028e+01
2.1918389400000001e+03 4.7353646071516515e+01
2.1928226337500000e+03 4.7367845147269158e+01
2.1940708962499998e+03 4.7342949868464032e+01
2.1955625918750002e+03 4.7358966273661530e+01
2.1974577300000001e+03 4.7377934386353274e+01
2.1994005956249998e+03 4.7393014848354682e+01
2.2016185718749998e+03 4.7414289310667961e+01
2.2040682837499999e+03 4.7398440150024200e+01
2.2067863349999998e+03 4.7470604019232269e+01
2.2097312287499999e+03 4.7471789236078280e+01
2.2128315293750002e+03 4.7522700211290811e+01
2.2162037862500001e+03 4.7473657771705788e+01
2.2197637924999999e+03 4.7510859730629946e+01
3.6149621362500002e+03 6.1524089924562190e+01
3.6055651656250002e+03 6.1495787395871126e+01
3.5967042312499998e+03 6.1538896339218091e+01
3.5883409775000000e+03 6.1442084655991415e+01
3.5806871700000002e+03 6.1506759526960991e+01
3.5735217156250001e+03 6.1455515481303983e+01
3.5670182018750002e+03 6.1463314951132261e+01
3.5610890362499999e+03 6.1484467110813270e+01
3.5557915137499999e+03 6.1455598980711798e+01
